price	name	product_name	strength	pack_size	form	scientificName	scientific_category	consumer_category	company	route	description	imageUrl
152.0	أندوريفابان 10 مجم 20 أقراص	أندوريفابان	10 مجم	20	أقراص	ريفاروكسابان	مضاد تخثر - مثبط العامل Xa	القلب والضغط	أندالاوس فارما	فموي صلب	مميّع للدم يمنع الجلطات والسكتات في الأوردة والرئتين.	https://demov2.egypt.dawatech.com/web/image/product.template/7030/image_1920
260.0	أندوريفابان 20 مجم 20 أقراص	أندوريفابان	20 مجم	20	أقراص	ريفاروكسابان	مضاد تخثر - مثبط العامل Xa	القلب والضغط	أندالاوس فارما	فموي صلب	مميّع للدم يمنع الجلطات والسكتات في الأوردة والرئتين.	https://demov2.egypt.dawatech.com/web/image/product.template/4132/image_1920
80.0	أنداوريستات ف س 80 مجم 20 أقراص	أنداوريستات ف س	80 مجم	20	أقراص	فيبوكسوستات	مضاد للنقرس	النقرس	أندالاوس فارما	فموي صلب	يعالج ويمنع نوبات النقرس وآلام المفاصل الناتجة عنها.	https://demov2.egypt.dawatech.com/web/image/product.template/13244/image_1920
273.0	أندوفيمباميد 100 مجم 30 أقراص	أندوفيمباميد	100 مجم	30	أقراص	لاكوساميد	مضاد للصرع	المخ والأعصاب	أندالاوس فارما	فموي صلب	يسيطر على نوبات الصرع ويمنع حدوثها.	https://demov2.egypt.dawatech.com/web/image/product.template/3944/image_1920
64.0	أنجيوسارتان 10 مجم 28 أقراص	أنجيوسارتان	10 مجم	28	أقراص	أولميسارتان	حاصر مستقبل الأنجيوتنسين	القلب والضغط	تشيميفارم	فموي صلب	يخفض ضغط الدم ويحمي القلب والكلى عن طريق ارتخاء الأوعية الدموية.	https://demov2.egypt.dawatech.com/web/image/product.template/14208/image_1920
72.0	أنجيوسارتان 20 مجم 28 أقراص	أنجيوسارتان	20 مجم	28	أقراص	أولميسارتان	حاصر مستقبل الأنجيوتنسين	القلب والضغط	تشيميفارم	فموي صلب	يخفض ضغط الدم ويحمي القلب والكلى عن طريق ارتخاء الأوعية الدموية.	https://demov2.egypt.dawatech.com/web/image/product.template/15191/image_1920
315.0	أنسيلاكوكس 90 مجم 30 أقراص	أنسيلاكوكس	90 مجم	30	أقراص	إيتوريكوكسيب	مثبط انتقائي COX-2	المسكنات	إيفا فارما	فموي صلب	مسكن مضاد للالتهاب لآلام المفاصل والخشونة، ألطف على المعدة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/anselacox-90-mg-30-tablets-136418.jpg?v=1705421079
38.0	أنتيفلو 20 كبسولات	أنتيفلو		20	كبسولات	كافيين + كلورفينيرامين + إيبوبروفين + سودوإيفيدرين	أدوية البرد والإنفلونزا	البرد والسعال	أدويا	فموي صلب	يخفف أعراض البرد والإنفلونزا المتعددة مثل الحرارة والألم والاحتقان وسيلان الأنف.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/antiflu-20-capsules-811150.jpg?v=1728393734
60.0	أنتودين 20 مجم 30 أقراص	أنتودين	20 مجم	30	أقراص	فاموتيدين	حاصر مستقبل H2	المعدة والهضم	أماون	فموي صلب	يقلل حمض المعدة لتخفيف الحموضة والارتجاع والقرحة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/antodine-20-mg-30-tablets-631086.jpg?v=1700307205
93.0	أنتودين 40 مجم 30 أقراص	أنتودين	40 مجم	30	أقراص	فاموتيدين	حاصر مستقبل H2	المعدة والهضم	أماون	فموي صلب	يقلل حمض المعدة لتخفيف الحموضة والارتجاع والقرحة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/antodine-40-mg-30-tablets-209577.jpg?v=1687634962
88.0	أنتوبرال 20 مجم 14 أقراص	أنتوبرال	20 مجم	14	أقراص	بانتوبرازول	مثبط مضخة البروتون	المعدة والهضم	نوفارتيس	فموي صلب	يقلل حمض المعدة بقوة لعلاج القرحة وتخفيف الارتجاع والحموضة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/antopral-20-mg-14-tablets-657825.jpg?v=1707155068
126.0	أنتوبرال 40 مجم 14 أقراص	أنتوبرال	40 مجم	14	أقراص	بانتوبرازول	مثبط مضخة البروتون	المعدة والهضم	نوفارتيس	فموي صلب	يقلل حمض المعدة بقوة لعلاج القرحة وتخفيف الارتجاع والحموضة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/antopral-40-mg-14-tablets-612976.jpg?v=1710536014
27.0	أنوفا ديسبيرسيبل 50 مجم 10 أقراص	أنوفا ديسبيرسيبل	50 مجم	10	أقراص	ديكلوفيناك صوديوم	مضاد التهاب - مشتق حمض الخليك	القلب والضغط	نوفارتيس	فموي صلب	مسكن سريع المفعول مضاد للالتهاب لآلام العضلات والمفاصل والظهر والدورة الشهرية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/anuva-10-dispersible-tablets-595111.jpg?v=1687634961
320.0	أنفيزيرام 200 مجم 40 أقراص	أنفيزيرام	200 مجم	40	أقراص	فافيبيرافير	مضاد للفيروسات	مضادات الفيروسات	راميدا	فموي صلب	يكافح العدوى الفيروسية ويساعد الجسم على التعافي.	https://demov2.egypt.dawatech.com/web/image/product.template/968/image_1920
180.0	أبيتويد 20 مجم 30 أقراص	أبيتويد	20 مجم	30	أقراص	ليفلونوميد	مثبط مناعي مضاد للروماتيزم	مضادات الفيروسات	مولتيابيكس	فموي صلب	يهدّئ الجهاز المناعي في الروماتويد والحالات المرتبطة به. يتطلب إشرافًا متخصصًا.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/apetoid-20-mg-30-tablets-1172387.jpg?v=1766462188
366.0	أبيكساتراك 5 مجم 30 أقراص	أبيكساتراك	5 مجم	30	أقراص	أبيكسابان	مضاد للتخثر	القلب والضغط	إيفا فارما	فموي صلب	مميّع للدم يمنع ويعالج الجلطات الدموية الضارة.	https://demov2.egypt.dawatech.com/web/image/product.template/2639/image_1920
45.0	أكوا بلوس شراب 100 مل	أكوا بلوس		100 مل	شراب	كاراواي أويل + ديل أويل + تشاموميل إيكستراكت + سوديوم بيكاربونات	اضطرابات الجهاز الهضمي	المعدة والهضم	إيجبي	فموي سائل	يخفف اضطرابات الهضم وعدم الراحة في المعدة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/aqua-plus-syrup-100-ml-154713.jpg?v=1707155072
137.0	أركوكسيا 120 مجم 7 أقراص	أركوكسيا	120 مجم	7	أقراص	إيتوريكوكسيب	مثبط انتقائي COX-2	المسكنات	ميرك شارب دوهم	فموي صلب	مسكن مضاد للالتهاب لآلام المفاصل والخشونة، ألطف على المعدة.	https://demov2.egypt.dawatech.com/web/image/product.template/7741/image_1920
224.0	أركوكسيا 60 مجم 14 أقراص	أركوكسيا	60 مجم	14	أقراص	إيتوريكوكسيب	مثبط انتقائي COX-2	المسكنات	ميرك شارب دوهم	فموي صلب	مسكن مضاد للالتهاب لآلام المفاصل والخشونة، ألطف على المعدة.	https://demov2.egypt.dawatech.com/web/image/product.template/4935/image_1920
239.0	أركوكسيا 90 مجم 14 أقراص	أركوكسيا	90 مجم	14	أقراص	إيتوريكوكسيب	مثبط انتقائي COX-2	المسكنات	ميرك شارب دوهم	فموي صلب	مسكن مضاد للالتهاب لآلام المفاصل والخشونة، ألطف على المعدة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/arcoxia-90-mg-14-tablets-792242.jpg?v=1691500242
470.0	أريسيبت 10 مجم 14 أقراص	أريسيبت	10 مجم	14	أقراص	دونيبيزيل	مثبط إنزيم الأستيل كولين إستيراز	القلب والضغط	بفيزير	فموي صلب	يحسّن الذاكرة والتفكير في مرض الزهايمر عن طريق رفع مستوى مادة كيميائية بالمخ مسؤولة عن التعلم والذاكرة.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/aricept-10-mg-14-tablets-636552.jpg?v=1687635055
392.0	أريسيبت 5 مجم 14 أقراص	أريسيبت	5 مجم	14	أقراص	دونيبيزيل	مثبط أستيل كولين إستيراز مركزي	القلب والضغط	بفيزير	فموي صلب	يحسّن الذاكرة والتفكير في مرض الزهايمر.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/aricept-5-mg-14-tablets-362577.jpg?v=1687634968
706.0	أريميديكس 1 مجم 28 أقراص	أريميديكس	1 مجم	28	أقراص	أناستروزول	مثبط أروماتيز غير ستيرويدي	صحة المرأة	أسترا زينيكا	فموي صلب	يخفض مستوى الإستروجين لعلاج سرطان الثدي المعتمد على الهرمونات لدى النساء بعد سن اليأس.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/arimidex-1-mg-28-tablets-483058.jpg?v=1744244958
86.0	أرموواك 50 مجم 20 أقراص	أرموواك	50 مجم	20	أقراص	أرمودافينيل	معزز لليقظة	الصحة النفسية	إيفا فارما	فموي صلب	يعزز اليقظة ويقلل النعاس الزائد أثناء النهار.	https://cdn.shopify.com/s/files/1/0774/7151/4932/files/armowake-50-mg-20-tablets-586720.jpg?v=1744244369
1382.0	أروماسين 25 مجم 30 أقراص	أروماسين	25 مجم	30	أقراص	إكزيميستان	مضاد للأورام	الأورام والمناعة	بفيزير	فموي صلب	علاج للسرطان يوقف أو يبطئ نمو الخلايا السرطانية. يتطلب إشرافًا متخصصًا.	https://demov2.egypt.dawatech.com/web/image/product.template/730/image_1920
261.0	أرثفري 20 مجم 30 أقراص	أرثفري	20 مجم	30	أقراص	ليفلونوميد	مثبط مناعي مضاد للروماتيزم	مضادات الفيروسات	إيفا فارما	فموي صلب	يهدّئ الجهاز المناعي في الروماتويد والحالات المرتبطة به. يتطلب إشرافًا متخصصًا.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/arthfree-20-mg-30-tablets-407629.jpg?v=1695313879
444.0	أرتيكسيبان 5 مجم 30 أقراص	أرتيكسيبان	5 مجم	30	أقراص	أبيكسابان	مضاد للتخثر	القلب والضغط	ماش بريميير	فموي صلب	مميّع للدم يمنع ويعالج الجلطات الدموية الضارة.	https://demov2.egypt.dawatech.com/web/image/product.template/4449/image_1920
46.0	أسسيزاديكسن توب جل 40 جم	أسسيزاديكسن توب		40 جم	جل	أيسسين + دييثيلامين ساليسيلات	مضاد للروماتيزم - ساليسيلات	المسكنات	زاد	موضعي	يخفف ألم والتهاب الحالات الروماتيزمية والمفاصل.	https://demov2.egypt.dawatech.com/web/image/product.template/14287/image_1920
116.0	أتاكاند 16 مجم 14 أقراص	أتاكاند	16 مجم	14	أقراص	كانديسارتان سيليكسيتيل	حاصر مستقبل الأنجيوتنسين (ARB)	القلب والضغط	أسترا زينيكا	فموي صلب	يخفض ضغط الدم ويحمي القلب والكلى عن طريق ارتخاء الأوعية الدموية.	https://cdn.shopify.com/s/files/1/0774/7151/4932/products/atacand-16-mg-14-tablets-892930.jpg?v=1687635055
